step,DQN (exp_frac=0.5) - _step,DQN (exp_frac=0.5) - _step__MIN,DQN (exp_frac=0.5) - _step__MAX,DQN (exp_frac=0.5) - reward,DQN (exp_frac=0.5) - reward__MIN,DQN (exp_frac=0.5) - reward__MAX,DQN (exp_frac=0.1) - _step,DQN (exp_frac=0.1) - _step__MIN,DQN (exp_frac=0.1) - _step__MAX,DQN (exp_frac=0.1) - reward,DQN (exp_frac=0.1) - reward__MIN,DQN (exp_frac=0.1) - reward__MAX,HAP (ours) - _step,HAP (ours) - _step__MIN,HAP (ours) - _step__MAX,HAP (ours) - reward,HAP (ours) - reward__MIN,HAP (ours) - reward__MAX,SAC - _step,SAC - _step__MIN,SAC - _step__MAX,SAC - reward,SAC - reward__MIN,SAC - reward__MAX,A2C - _step,A2C - _step__MIN,A2C - _step__MAX,A2C - reward,A2C - reward__MIN,A2C - reward__MAX,TD3 - _step,TD3 - _step__MIN,TD3 - _step__MAX,TD3 - reward,TD3 - reward__MIN,TD3 - reward__MAX
147440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15803,15803,15803,0.36,0.36,0.36
147457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15806,15806,15806,0.378,0.378,0.378
147462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15807,15807,15807,0.387,0.387,0.387
147466,,,,,,,,,,,,,,,,,,,3242,3242,3242,0.831,0.831,0.831,,,,,,,,,,,,
147496,,,,,,,,,,,,,,,,,,,3243,3243,3243,0.836,0.836,0.836,,,,,,,15813,15813,15813,0.421,0.421,0.421
147518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15817,15817,15817,0.4,0.4,0.4
147527,,,,,,,,,,,,,,,,,,,3244,3244,3244,0.83,0.83,0.83,,,,,,,,,,,,
147541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15821,15821,15821,0.393,0.393,0.393
147546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15822,15822,15822,0.403,0.403,0.403
147554,,,,,,,,,,,,,377,377,377,0.8331701865040643,0.8331701865040643,0.8331701865040643,,,,,,,,,,,,,,,,,,
147557,,,,,,,,,,,,,,,,,,,3245,3245,3245,0.832,0.832,0.832,,,,,,,,,,,,
147575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15827,15827,15827,0.401,0.401,0.401
147586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15829,15829,15829,0.411,0.411,0.411
147587,,,,,,,,,,,,,,,,,,,3246,3246,3246,0.821,0.821,0.821,,,,,,,,,,,,
147592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15830,15830,15830,0.412,0.412,0.412
147597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15831,15831,15831,0.422,0.422,0.422
147618,,,,,,,,,,,,,,,,,,,3247,3247,3247,0.829,0.829,0.829,,,,,,,,,,,,
147620,371,371,371,0.7746675556296524,0.7746675556296524,0.7746675556296524,,,,,,,,,,,,,,,,,,,,,,,,,15835,15835,15835,0.381,0.381,0.381
147626,,,,,,,373,373,373,0.3353338667715006,0.3353338667715006,0.3353338667715006,,,,,,,,,,,,,,,,,,,,,,,,
147631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15837,15837,15837,0.357,0.357,0.357
147648,,,,,,,,,,,,,,,,,,,3248,3248,3248,0.827,0.827,0.827,,,,,,,,,,,,
147653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15841,15841,15841,0.369,0.369,0.369
147678,,,,,,,,,,,,,,,,,,,3249,3249,3249,0.809,0.809,0.809,,,,,,,,,,,,
147682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15846,15846,15846,0.334,0.334,0.334
147709,,,,,,,,,,,,,,,,,,,3250,3250,3250,0.812,0.812,0.812,,,,,,,,,,,,
147739,,,,,,,,,,,,,,,,,,,3251,3251,3251,0.809,0.809,0.809,,,,,,,,,,,,
147769,,,,,,,,,,,,,,,,,,,3252,3252,3252,0.808,0.808,0.808,,,,,,,,,,,,
147842,,,,,,,,,,,,,,,,,,,,,,,,,249,249,249,0.873,0.873,0.873,,,,,,
147922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15851,15851,15851,0.32,0.32,0.32
147927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15852,15852,15852,0.321,0.321,0.321
147939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15854,15854,15854,0.313,0.313,0.313
147945,,,,,,,,,,,,,378,378,378,0.8536971403710135,0.8536971403710135,0.8536971403710135,,,,,,,,,,,,,,,,,,
147950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15856,15856,15856,0.294,0.294,0.294
147961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15858,15858,15858,0.294,0.294,0.294
147978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15861,15861,15861,0.287,0.287,0.287
147982,,,,,,,,,,,,,,,,,,,3253,3253,3253,0.808,0.808,0.808,,,,,,,,,,,,
147994,372,372,372,0.7757169863632585,0.7757169863632585,0.7757169863632585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148006,,,,,,,374,374,374,0.3290072331174421,0.3290072331174421,0.3290072331174421,,,,,,,,,,,,,,,,,,,15866,15866,15866,0.313,0.313,0.313
148011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15867,15867,15867,0.313,0.313,0.313
148012,,,,,,,,,,,,,,,,,,,3254,3254,3254,0.824,0.824,0.824,,,,,,,,,,,,
148023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15869,15869,15869,0.293,0.293,0.293
148034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15871,15871,15871,0.315,0.315,0.315
148042,,,,,,,,,,,,,,,,,,,3255,3255,3255,0.818,0.818,0.818,,,,,,,,,,,,
148045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15873,15873,15873,0.326,0.326,0.326
148063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15876,15876,15876,0.338,0.338,0.338
148073,,,,,,,,,,,,,,,,,,,3256,3256,3256,0.818,0.818,0.818,,,,,,,,,,,,
148074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15878,15878,15878,0.347,0.347,0.347
148079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15879,15879,15879,0.329,0.329,0.329
148091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15881,15881,15881,0.346,0.346,0.346
148096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15882,15882,15882,0.347,0.347,0.347
148103,,,,,,,,,,,,,,,,,,,3257,3257,3257,0.803,0.803,0.803,,,,,,,,,,,,
148113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15885,15885,15885,0.365,0.365,0.365
148119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15886,15886,15886,0.367,0.367,0.367
148124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15887,15887,15887,0.375,0.375,0.375
148133,,,,,,,,,,,,,,,,,,,3258,3258,3258,0.8,0.8,0.8,,,,,,,,,,,,
148159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15893,15893,15893,0.399,0.399,0.399
148164,,,,,,,,,,,,,,,,,,,3259,3259,3259,0.8,0.8,0.8,,,,,,,,,,,,
148187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15898,15898,15898,0.373,0.373,0.373
148194,,,,,,,,,,,,,,,,,,,3260,3260,3260,0.796,0.796,0.796,,,,,,,,,,,,
148209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15902,15902,15902,0.382,0.382,0.382
148224,,,,,,,,,,,,,,,,,,,3261,3261,3261,0.808,0.808,0.808,,,,,,,,,,,,
148232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15906,15906,15906,0.377,0.377,0.377
148255,,,,,,,,,,,,,,,,,,,3262,3262,3262,0.8,0.8,0.8,,,,,,,,,,,,
148285,,,,,,,,,,,,,,,,,,,3263,3263,3263,0.807,0.807,0.807,,,,,,,,,,,,
148316,,,,,,,,,,,,,,,,,,,3264,3264,3264,0.792,0.792,0.792,,,,,,,,,,,,
148337,,,,,,,,,,,,,379,379,379,0.8367232479409141,0.8367232479409141,0.8367232479409141,,,,,,,,,,,,,,,,,,
148368,373,373,373,0.7257299827793506,0.7257299827793506,0.7257299827793506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148385,,,,,,,375,375,375,0.34614550071776035,0.34614550071776035,0.34614550071776035,,,,,,,,,,,,,,,,,,,,,,,,
148476,,,,,,,,,,,,,,,,,,,,,,,,,250,250,250,0.713,0.713,0.713,,,,,,
148486,,,,,,,,,,,,,,,,,,,3265,3265,3265,0.795,0.795,0.795,,,,,,,,,,,,
148496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15915,15915,15915,0.414,0.414,0.414
148501,,,,,,,,,,,,,,,,,,,,,,,,,251,251,251,0.795,0.795,0.795,,,,,,
148517,,,,,,,,,,,,,,,,,,,3266,3266,3266,0.799,0.799,0.799,,,,,,,,,,,,
148535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15922,15922,15922,0.406,0.406,0.406
148541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15923,15923,15923,0.415,0.415,0.415
148546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15924,15924,15924,0.406,0.406,0.406
148547,,,,,,,,,,,,,,,,,,,3267,3267,3267,0.813,0.813,0.813,,,,,,,,,,,,
148569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15928,15928,15928,0.415,0.415,0.415
148574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15929,15929,15929,0.416,0.416,0.416
148577,,,,,,,,,,,,,,,,,,,3268,3268,3268,0.809,0.809,0.809,,,,,,,,,,,,
148580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15930,15930,15930,0.416,0.416,0.416
148586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15931,15931,15931,0.407,0.407,0.407
148608,,,,,,,,,,,,,,,,,,,3269,3269,3269,0.818,0.818,0.818,,,,,,,15935,15935,15935,0.396,0.396,0.396
148638,,,,,,,,,,,,,,,,,,,3270,3270,3270,0.819,0.819,0.819,,,,,,,,,,,,
148658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15944,15944,15944,0.412,0.412,0.412
148668,,,,,,,,,,,,,,,,,,,3271,3271,3271,0.824,0.824,0.824,,,,,,,,,,,,
148698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15951,15951,15951,0.41,0.41,0.41
148699,,,,,,,,,,,,,,,,,,,3272,3272,3272,0.818,0.818,0.818,,,,,,,,,,,,
148709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15953,15953,15953,0.39,0.39,0.39
148715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15954,15954,15954,0.382,0.382,0.382
148728,,,,,,,,,,,,,380,380,380,0.8446738412466146,0.8446738412466146,0.8446738412466146,,,,,,,,,,,,,,,,,,
148729,,,,,,,,,,,,,,,,,,,3273,3273,3273,0.817,0.817,0.817,,,,,,,,,,,,
148732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15957,15957,15957,0.384,0.384,0.384
148742,374,374,374,0.7240233189619577,0.7240233189619577,0.7240233189619577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148765,,,,,,,376,376,376,0.3402852892645025,0.3402852892645025,0.3402852892645025,,,,,,,,,,,,,,,,,,,15963,15963,15963,0.377,0.377,0.377
148907,,,,,,,,,,,,,,,,,,,3274,3274,3274,0.832,0.832,0.832,,,,,,,,,,,,
148938,,,,,,,,,,,,,,,,,,,3275,3275,3275,0.837,0.837,0.837,,,,,,,,,,,,
148968,,,,,,,,,,,,,,,,,,,3276,3276,3276,0.847,0.847,0.847,,,,,,,,,,,,
148998,,,,,,,,,,,,,,,,,,,3277,3277,3277,0.85,0.85,0.85,,,,,,,,,,,,
149029,,,,,,,,,,,,,,,,,,,3278,3278,3278,0.859,0.859,0.859,,,,,,,,,,,,
149044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15976,15976,15976,0.381,0.381,0.381
149059,,,,,,,,,,,,,,,,,,,3279,3279,3279,0.855,0.855,0.855,,,,,,,,,,,,
149061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15979,15979,15979,0.418,0.418,0.418
149066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15980,15980,15980,0.447,0.447,0.447
149078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15982,15982,15982,0.475,0.475,0.475
149089,,,,,,,,,,,,,,,,,,,3280,3280,3280,0.854,0.854,0.854,,,,,,,,,,,,
149090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15984,15984,15984,0.494,0.494,0.494
149095,,,,,,,,,,,,,,,,,,,,,,,,,252,252,252,0.77,0.77,0.77,,,,,,
149107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15987,15987,15987,0.474,0.474,0.474
149112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15988,15988,15988,0.466,0.466,0.466
149116,375,375,375,0.736329647,0.736329647,0.736329647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149119,,,,,,,,,,,,,381,381,381,0.819093702,0.819093702,0.819093702,,,,,,,,,,,,,,,,,,
149120,,,,,,,,,,,,,,,,,,,3281,3281,3281,0.862,0.862,0.862,,,,,,,,,,,,
149144,,,,,,,377,377,377,0.3290603830834829,0.3290603830834829,0.3290603830834829,,,,,,,,,,,,,,,,,,,,,,,,
149150,,,,,,,,,,,,,,,,,,,3282,3282,3282,0.868,0.868,0.868,,,,,,,,,,,,
149162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15997,15997,15997,0.434,0.434,0.434
149168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15998,15998,15998,0.434,0.434,0.434
149180,,,,,,,,,,,,,,,,,,,3283,3283,3283,0.866,0.866,0.866,,,,,,,,,,,,
149185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16001,16001,16001,0.425,0.425,0.425
149235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16010,16010,16010,0.362,0.362,0.362
149241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16011,16011,16011,0.371,0.371,0.371
149263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16015,16015,16015,0.382,0.382,0.382
149269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16016,16016,16016,0.393,0.393,0.393
149280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16018,16018,16018,0.411,0.411,0.411
149286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16019,16019,16019,0.412,0.412,0.412
149381,,,,,,,,,,,,,,,,,,,3284,3284,3284,0.853,0.853,0.853,,,,,,,,,,,,
149412,,,,,,,,,,,,,,,,,,,3285,3285,3285,0.867,0.867,0.867,,,,,,,,,,,,
149442,,,,,,,,,,,,,,,,,,,3286,3286,3286,0.85,0.85,0.85,,,,,,,,,,,,
149472,,,,,,,,,,,,,,,,,,,3287,3287,3287,0.852,0.852,0.852,,,,,,,,,,,,
149491,376,376,376,0.7374176839343429,0.7374176839343429,0.7374176839343429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149503,,,,,,,,,,,,,,,,,,,3288,3288,3288,0.849,0.849,0.849,,,,,,,,,,,,
149511,,,,,,,,,,,,,382,382,382,0.831175189,0.831175189,0.831175189,,,,,,,,,,,,,,,,,,
149524,,,,,,,378,378,378,0.3220428272003615,0.3220428272003615,0.3220428272003615,,,,,,,,,,,,,,,,,,,,,,,,
149529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16024,16024,16024,0.462,0.462,0.462
149533,,,,,,,,,,,,,,,,,,,3289,3289,3289,0.853,0.853,0.853,,,,,,,,,,,,
149557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16029,16029,16029,0.476,0.476,0.476
149562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16030,16030,16030,0.466,0.466,0.466
149563,,,,,,,,,,,,,,,,,,,3290,3290,3290,0.856,0.856,0.856,,,,,,,,,,,,
149568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16031,16031,16031,0.475,0.475,0.475
149590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16035,16035,16035,0.464,0.464,0.464
149594,,,,,,,,,,,,,,,,,,,3291,3291,3291,0.847,0.847,0.847,,,,,,,,,,,,
149601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16037,16037,16037,0.416,0.416,0.416
149613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16039,16039,16039,0.436,0.436,0.436
149618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16040,16040,16040,0.428,0.428,0.428
149624,,,,,,,,,,,,,,,,,,,3292,3292,3292,0.837,0.837,0.837,,,,,,,16041,16041,16041,0.428,0.428,0.428
149647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16045,16045,16045,0.407,0.407,0.407
149653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16046,16046,16046,0.406,0.406,0.406
149654,,,,,,,,,,,,,,,,,,,3293,3293,3293,0.836,0.836,0.836,,,,,,,,,,,,
149658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16047,16047,16047,0.404,0.404,0.404
149664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16048,16048,16048,0.395,0.395,0.395
149685,,,,,,,,,,,,,,,,,,,3294,3294,3294,0.833,0.833,0.833,,,,,,,,,,,,
149692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16053,16053,16053,0.403,0.403,0.403
149709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16056,16056,16056,0.385,0.385,0.385
149737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16061,16061,16061,0.39,0.39,0.39
149757,,,,,,,,,,,,,,,,,,,,,,,,,253,253,253,0.856,0.856,0.856,,,,,,
149782,,,,,,,,,,,,,,,,,,,,,,,,,254,254,254,0.697,0.697,0.697,,,,,,
149816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16075,16075,16075,0.424,0.424,0.424
149865,377,377,377,0.7670021650228344,0.7670021650228344,0.7670021650228344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149874,,,,,,,,,,,,,,,,,,,3295,3295,3295,0.836,0.836,0.836,,,,,,,,,,,,
149902,,,,,,,,,,,,,383,383,383,0.825553465,0.825553465,0.825553465,,,,,,,,,,,,,,,,,,
149903,,,,,,,379,379,379,0.3369424520157138,0.3369424520157138,0.3369424520157138,,,,,,,,,,,,,,,,,,,,,,,,
149905,,,,,,,,,,,,,,,,,,,3296,3296,3296,0.839,0.839,0.839,,,,,,,,,,,,
149935,,,,,,,,,,,,,,,,,,,3297,3297,3297,0.841,0.841,0.841,,,,,,,,,,,,
149965,,,,,,,,,,,,,,,,,,,3298,3298,3298,0.84,0.84,0.84,,,,,,,,,,,,
149996,,,,,,,,,,,,,,,,,,,3299,3299,3299,0.828,0.828,0.828,,,,,,,,,,,,
150026,,,,,,,,,,,,,,,,,,,3300,3300,3300,0.832,0.832,0.832,,,,,,,,,,,,
150056,,,,,,,,,,,,,,,,,,,3301,3301,3301,0.821,0.821,0.821,,,,,,,16080,16080,16080,0.422,0.422,0.422
150068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16082,16082,16082,0.414,0.414,0.414
150079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16084,16084,16084,0.416,0.416,0.416
150087,,,,,,,,,,,,,,,,,,,3302,3302,3302,0.83,0.83,0.83,,,,,,,,,,,,
150101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16088,16088,16088,0.413,0.413,0.413
150117,,,,,,,,,,,,,,,,,,,3303,3303,3303,0.823,0.823,0.823,,,,,,,,,,,,
150118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16091,16091,16091,0.387,0.387,0.387
150140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16095,16095,16095,0.377,0.377,0.377
150147,,,,,,,,,,,,,,,,,,,3304,3304,3304,0.815,0.815,0.815,,,,,,,,,,,,
150157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16098,16098,16098,0.386,0.386,0.386
150163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16099,16099,16099,0.368,0.368,0.368
150178,,,,,,,,,,,,,,,,,,,3305,3305,3305,0.821,0.821,0.821,,,,,,,,,,,,
150196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16105,16105,16105,0.399,0.399,0.399
150239,378,378,378,0.7682288081462701,0.7682288081462701,0.7682288081462701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150283,,,,,,,380,380,380,0.3369424520157138,0.3369424520157138,0.3369424520157138,,,,,,,,,,,,,,,,,,,,,,,,
150286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16121,16121,16121,0.334,0.334,0.334
150293,,,,,,,,,,,,,384,384,384,0.8361495668988127,0.8361495668988127,0.8361495668988127,,,,,,,,,,,,,,,,,,
150302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16124,16124,16124,0.322,0.322,0.322
150308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16125,16125,16125,0.323,0.323,0.323
150314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16126,16126,16126,0.324,0.324,0.324
150319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16127,16127,16127,0.314,0.314,0.314
150336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16130,16130,16130,0.285,0.285,0.285
150347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16132,16132,16132,0.273,0.273,0.273
150353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16133,16133,16133,0.272,0.272,0.272
150356,,,,,,,,,,,,,,,,,,,3306,3306,3306,0.82,0.82,0.82,,,,,,,,,,,,
150364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16135,16135,16135,0.284,0.284,0.284
150386,,,,,,,,,,,,,,,,,,,3307,3307,3307,0.824,0.824,0.824,,,,,,,,,,,,
150417,,,,,,,,,,,,,,,,,,,3308,3308,3308,0.835,0.835,0.835,,,,,,,,,,,,
150447,,,,,,,,,,,,,,,,,,,3309,3309,3309,0.846,0.846,0.846,,,,,,,,,,,,
150456,,,,,,,,,,,,,,,,,,,,,,,,,255,255,255,0.72,0.72,0.72,,,,,,
150477,,,,,,,,,,,,,,,,,,,3310,3310,3310,0.85,0.85,0.85,,,,,,,,,,,,
150508,,,,,,,,,,,,,,,,,,,3311,3311,3311,0.854,0.854,0.854,,,,,,,,,,,,
150538,,,,,,,,,,,,,,,,,,,3312,3312,3312,0.865,0.865,0.865,,,,,,,,,,,,
150568,,,,,,,,,,,,,,,,,,,3313,3313,3313,0.862,0.862,0.862,,,,,,,,,,,,
150591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16137,16137,16137,0.305,0.305,0.305
150599,,,,,,,,,,,,,,,,,,,3314,3314,3314,0.861,0.861,0.861,,,,,,,,,,,,
150613,379,379,379,0.7627585143324773,0.7627585143324773,0.7627585143324773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150629,,,,,,,,,,,,,,,,,,,3315,3315,3315,0.855,0.855,0.855,,,,,,,,,,,,
150637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16145,16145,16145,0.318,0.318,0.318
150659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16149,16149,16149,0.351,0.351,0.351
150662,,,,,,,381,381,381,0.37728864165015535,0.37728864165015535,0.37728864165015535,,,,,,,,,,,,,,,,,,,,,,,,
150676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16152,16152,16152,0.369,0.369,0.369
150682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16153,16153,16153,0.369,0.369,0.369
150685,,,,,,,,,,,,,385,385,385,0.8228754356872983,0.8228754356872983,0.8228754356872983,,,,,,,,,,,,,,,,,,
150699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16156,16156,16156,0.39,0.39,0.39
150710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16158,16158,16158,0.369,0.369,0.369
150715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16159,16159,16159,0.37,0.37,0.37
150727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16161,16161,16161,0.366,0.366,0.366
150738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16163,16163,16163,0.356,0.356,0.356
150749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16165,16165,16165,0.364,0.364,0.364
150754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16166,16166,16166,0.383,0.383,0.383
150760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16167,16167,16167,0.394,0.394,0.394
150766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16168,16168,16168,0.433,0.433,0.433
150777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16170,16170,16170,0.443,0.443,0.443
150782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16171,16171,16171,0.423,0.423,0.423
150805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16175,16175,16175,0.374,0.374,0.374
150833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16180,16180,16180,0.364,0.364,0.364
150838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16181,16181,16181,0.372,0.372,0.372
150844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16182,16182,16182,0.393,0.393,0.393
150853,,,,,,,,,,,,,,,,,,,3316,3316,3316,0.855,0.855,0.855,,,,,,,,,,,,
150861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16185,16185,16185,0.391,0.391,0.391
150878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16188,16188,16188,0.372,0.372,0.372
150883,,,,,,,,,,,,,,,,,,,3317,3317,3317,0.849,0.849,0.849,,,,,,,16189,16189,16189,0.382,0.382,0.382
150900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16192,16192,16192,0.352,0.352,0.352
150905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16193,16193,16193,0.322,0.322,0.322
150911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16194,16194,16194,0.313,0.313,0.313
150914,,,,,,,,,,,,,,,,,,,3318,3318,3318,0.85,0.85,0.85,,,,,,,,,,,,
150944,,,,,,,,,,,,,,,,,,,3319,3319,3319,0.851,0.851,0.851,,,,,,,,,,,,
150974,,,,,,,,,,,,,,,,,,,3320,3320,3320,0.842,0.842,0.842,,,,,,,,,,,,
150987,380,380,380,0.7157616493807158,0.7157616493807158,0.7157616493807158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151005,,,,,,,,,,,,,,,,,,,3321,3321,3321,0.839,0.839,0.839,,,,,,,,,,,,
151035,,,,,,,,,,,,,,,,,,,3322,3322,3322,0.843,0.843,0.843,,,,,,,,,,,,
151042,,,,,,,382,382,382,0.3283346520712209,0.3283346520712209,0.3283346520712209,,,,,,,,,,,,,,,,,,,,,,,,
151065,,,,,,,,,,,,,,,,,,,3323,3323,3323,0.84,0.84,0.84,,,,,,,,,,,,
151076,,,,,,,,,,,,,386,386,386,0.8173762425017997,0.8173762425017997,0.8173762425017997,,,,,,,,,,,,,,,,,,
